CustomerID,ProductID,Quantity,Price,TransactionDate,PaymentMethod,ProductCategory,DiscountApplied(%),TotalAmount,Competitor Price,Seasonal Factor,Segment,Elasticity,Treatment,Avg_Uplift_Score
119472,A,5,70.59013664,2023-07-14 05:24:00,Credit Card,Clothing,2.353135866,344.6452741,87.94,Medium,6,-0.22742157988984474,1,-24.268182851686856
32968,D,9,22.20779844,2023-05-14 21:26:00,PayPal,Electronics,4.782911464,190.3105719,22.39,Medium,0,-0.20964821102558245,1,-10.966965978347154
221937,A,4,38.64182086,2024-04-22 20:17:00,Credit Card,Clothing,12.22981448,135.6639914,33.91,High,2,-0.33142107161428974,1,-13.648232064169923
859572,B,3,75.58790848,2023-10-26 11:08:00,PayPal,Clothing,14.87606862,193.0301981,64.82,Medium,6,-0.22742157988984474,1,-24.268182851686856
592036,B,1,56.47725124,2023-09-27 07:44:00,Debit Card,Books,13.83744495,48.66224269,49.45,Medium,4,-0.21978374554845242,1,-15.859701383760692
418947,B,8,76.3195405,2023-05-16 20:51:00,PayPal,Clothing,18.90274306,495.1444309,79.65,Medium,3,-0.20783185574238006,1,-25.0028469359639
409489,A,5,50.26003604,2024-01-18 00:48:00,Credit Card,Clothing,3.269202543,243.0846683,47.84,Medium,6,-0.22742157988984474,1,-24.268182851686856
563862,A,3,91.74598325,2023-09-21 18:12:00,Cash,Clothing,2.523349859,268.2927333,86.28,Medium,6,-0.22742157988984474,1,-24.268182851686856
301261,C,7,49.59233432,2024-02-14 19:55:00,Cash,Clothing,16.80981387,288.7916866,49.54,Medium,6,-0.22742157988984474,1,-24.268182851686856
255131,A,4,72.73643646,2024-03-14 23:01:00,Cash,Home Decor,1.516419748,286.5337871,86.0,Medium,1,-0.1958735173610127,1,-14.246726186420569
623335,D,6,98.55105985,2024-03-26 12:19:00,Credit Card,Electronics,7.534356404,546.7552306,117.15,Medium,3,-0.036446365657906356,1,-13.837756007662435
962275,D,3,41.43220927,2023-05-27 00:55:00,PayPal,Electronics,8.177179264,114.1326697,42.85,Medium,0,-0.20964821102558245,1,-10.966965978347154
790880,A,9,65.81422411,2023-07-10 18:20:00,Cash,Clothing,16.75184389,493.1021523,71.88,Medium,3,-0.20783185574238006,1,-25.0028469359639
661208,B,2,49.78463677,2023-04-30 03:45:00,Cash,Electronics,10.35817187,89.25571706,54.05,High,2,-0.4230762001181985,1,-9.83839735937767
233464,D,3,35.80259376,2023-05-01 05:28:00,PayPal,Books,10.66142942,95.95657649,37.42,Medium,4,-0.21978374554845242,1,-15.859701383760692
163731,C,6,48.69895415,2024-04-24 07:39:00,PayPal,Home Decor,4.898789676,277.8797689,43.38,High,2,-0.2629230610634127,1,-12.400453703881936
410092,B,8,34.90086061,2023-08-23 10:06:00,Cash,Clothing,19.59330441,224.50103,37.03,High,2,-0.33142107161428974,1,-13.648232064169923
300370,B,5,21.21907699,2024-02-14 10:53:00,Cash,Clothing,4.853613585,100.9459249,20.13,Medium,6,-0.22742157988984474,1,-24.268182851686856
854285,B,5,97.75523733,2023-07-25 22:10:00,Debit Card,Clothing,9.671725269,441.5030967,91.4,Medium,3,-0.20783185574238006,1,-25.0028469359639
119574,D,5,52.55986713,2023-04-30 08:37:00,Debit Card,Electronics,2.519721998,256.177523,55.35,High,2,-0.4230762001181985,1,-9.83839735937767
851615,B,2,87.0518115,2023-07-13 16:58:00,Credit Card,Books,8.030478523,160.1222689,102.13,Medium,4,-0.21978374554845242,1,-15.859701383760692
208330,D,6,68.89910936,2024-02-26 18:07:00,Cash,Clothing,1.719746912,406.2853143,71.6,Medium,6,-0.22742157988984474,1,-24.268182851686856
249567,B,9,78.63612221,2023-08-08 09:09:00,Debit Card,Books,7.740196287,652.945788,76.58,High,5,-0.9078650568091984,1,-16.866341989690344
412464,A,7,10.8985049,2023-08-09 16:33:00,Cash,Books,18.43275007,62.22727508,10.63,High,2,-0.35694265080674487,1,-16.208538627422996
22736,C,7,93.01482127,2023-11-21 17:28:00,Debit Card,Electronics,4.527800858,621.6230678,99.58,Medium,3,-0.036446365657906356,1,-13.837756007662435
206179,A,8,64.88798408,2023-06-18 05:21:00,Debit Card,Home Decor,5.60016042,490.0332231,63.53,Medium,1,-0.1958735173610127,1,-14.246726186420569
358815,A,9,53.12554247,2023-12-26 10:38:00,PayPal,Clothing,1.409509707,471.3905951,52.11,High,5,-0.632871822782734,1,-45.10303738742457
220202,A,7,85.344204,2023-07-15 10:46:00,Debit Card,Clothing,17.65750756,491.9218131,80.34,Medium,3,-0.20783185574238006,1,-25.0028469359639
437428,C,8,52.45252844,2023-07-15 04:43:00,Debit Card,Electronics,14.39200837,359.2284493,49.54,Medium,0,-0.20964821102558245,1,-10.966965978347154
542639,C,4,38.38263047,2024-04-24 16:11:00,PayPal,Clothing,4.449950654,146.6984894,42.57,High,2,-0.33142107161428974,1,-13.648232064169923
566206,B,7,27.97374385,2023-08-27 06:15:00,Debit Card,Books,13.02001771,170.3209021,28.41,High,2,-0.35694265080674487,1,-16.208538627422996
63534,A,9,75.4714436,2023-10-01 17:37:00,PayPal,Home Decor,18.28577951,555.0381165,71.53,Medium,3,-0.10773098552553337,1,-23.942406671563486
13534,D,1,97.90438329,2023-11-02 23:08:00,PayPal,Home Decor,13.29938501,84.88370242,98.81,Medium,1,-0.1958735173610127,1,-14.246726186420569
179557,D,8,89.89743536,2023-11-04 20:22:00,Debit Card,Electronics,11.66142457,635.3129099,94.69,Medium,3,-0.036446365657906356,1,-13.837756007662435
596480,C,8,38.08406151,2023-11-08 11:05:00,Credit Card,Books,1.320690752,300.6487107,34.53,Medium,4,-0.21978374554845242,1,-15.859701383760692
685027,B,5,24.37188336,2023-09-27 06:07:00,Debit Card,Books,9.08118106,110.7931425,25.42,Medium,4,-0.21978374554845242,1,-15.859701383760692
395154,A,4,10.69737652,2024-01-06 14:44:00,Credit Card,Home Decor,14.64465557,36.52313029,11.36,Medium,1,-0.1958735173610127,1,-14.246726186420569
421449,D,2,62.35196715,2023-12-15 21:11:00,Cash,Electronics,18.96876031,101.0491439,73.29,High,2,-0.4230762001181985,1,-9.83839735937767
632072,A,9,45.92787023,2023-12-30 03:24:00,Cash,Home Decor,4.717060097,393.8528249,47.9,High,5,-0.47414632202423357,1,-53.262669231976474
781036,D,5,26.41483554,2023-10-21 07:25:00,Credit Card,Electronics,9.717802105,119.2394705,22.7,Medium,0,-0.20964821102558245,1,-10.966965978347154
664808,C,6,97.83653657,2023-06-30 16:07:00,Cash,Clothing,9.469453784,531.4317057,104.3,Medium,3,-0.20783185574238006,1,-25.0028469359639
592739,D,9,15.3791,2024-02-18 13:16:00,Debit Card,Clothing,18.4858727,112.8252523,15.82,Medium,6,-0.22742157988984474,1,-24.268182851686856
509780,A,8,22.20585866,2023-10-19 10:30:00,PayPal,Books,8.53323125,162.4878511,22.53,Medium,4,-0.21978374554845242,1,-15.859701383760692
708719,D,1,40.18679116,2024-03-17 22:26:00,Debit Card,Electronics,11.68996326,35.48897004,45.07,Medium,0,-0.20964821102558245,1,-10.966965978347154
995190,B,9,19.64877088,2024-04-01 20:40:00,Credit Card,Electronics,7.64256802,163.3239018,20.57,High,2,-0.4230762001181985,1,-9.83839735937767
446411,D,9,69.02930846,2023-08-23 20:10:00,Debit Card,Electronics,13.18747502,539.3347709,74.09,High,5,-0.728344149580409,1,-22.583071910753628
922173,D,1,91.48086684,2023-07-08 06:30:00,PayPal,Home Decor,0.434433238,91.08344355,85.17,Medium,1,-0.1958735173610127,0,-14.246726186420569
223362,D,6,42.16446822,2024-02-13 11:05:00,Debit Card,Books,10.03895996,227.5895648,44.17,Medium,4,-0.21978374554845242,1,-15.859701383760692
276168,A,6,54.45895659,2023-07-04 21:42:00,Cash,Home Decor,7.569665664,302.0195739,52.03,Medium,1,-0.1958735173610127,1,-14.246726186420569
504320,D,8,26.1406746,2024-04-07 23:31:00,Cash,Home Decor,2.113721784,204.7050677,24.97,High,2,-0.2629230610634127,1,-12.400453703881936
473502,D,5,23.54446623,2024-01-04 09:55:00,PayPal,Books,10.90069303,104.8897812,22.64,Medium,4,-0.21978374554845242,1,-15.859701383760692
806340,A,8,77.83897926,2024-03-02 16:43:00,Debit Card,Clothing,15.60803218,525.5187706,67.21,Medium,3,-0.20783185574238006,1,-25.0028469359639
100337,B,2,76.17401067,2024-04-26 20:41:00,Credit Card,Clothing,15.19866035,129.193163,73.91,High,5,-0.632871822782734,1,-45.10303738742457
431903,D,6,37.57664184,2024-01-01 04:54:00,Cash,Books,7.176842395,209.2789529,37.12,Medium,4,-0.21978374554845242,1,-15.859701383760692
215592,C,5,46.22302585,2024-01-13 00:12:00,Credit Card,Books,15.32348196,195.7002441,43.12,Medium,4,-0.21978374554845242,1,-15.859701383760692
42187,A,6,58.40234514,2023-09-07 20:39:00,Cash,Books,18.2489949,286.4670249,67.48,Medium,4,-0.21978374554845242,1,-15.859701383760692
295562,D,1,85.02982432,2023-09-13 18:24:00,Cash,Books,12.84983927,74.10362856,85.41,Medium,4,-0.21978374554845242,1,-15.859701383760692
899029,D,5,18.64493792,2023-12-15 11:50:00,PayPal,Home Decor,6.600066347,87.07179825,17.98,High,2,-0.2629230610634127,1,-12.400453703881936
166974,A,1,71.36300474,2024-01-31 05:20:00,Cash,Electronics,6.202353034,66.93681926,66.64,Medium,0,-0.20964821102558245,1,-10.966965978347154
344756,B,5,55.66615607,2024-03-12 08:04:00,Credit Card,Books,14.56478336,237.7925052,63.1,Medium,4,-0.21978374554845242,1,-15.859701383760692
581455,C,3,54.57115211,2023-11-26 23:27:00,Debit Card,Electronics,8.161999173,150.3511654,51.28,Medium,0,-0.20964821102558245,1,-10.966965978347154
911233,B,5,25.87218354,2024-01-17 02:24:00,Cash,Electronics,9.158875759,117.512912,26.13,Medium,0,-0.20964821102558245,1,-10.966965978347154
245743,A,8,80.88120249,2023-05-04 08:39:00,PayPal,Books,19.64283881,519.950706,86.8,Medium,3,-0.142377082670556,1,-13.49141294030206
277011,B,2,73.7527249,2023-06-16 08:27:00,Credit Card,Clothing,3.387575779,142.5085909,65.08,Medium,6,-0.22742157988984474,1,-24.268182851686856
222670,C,7,73.55621962,2024-01-07 23:48:00,Debit Card,Electronics,7.044805075,478.6202913,71.35,Medium,0,-0.20964821102558245,1,-10.966965978347154
929116,C,2,91.51652073,2024-03-10 06:43:00,Debit Card,Electronics,0.392588609,182.3144746,93.58,Medium,0,-0.20964821102558245,0,-10.966965978347154
302628,B,4,84.51157184,2024-03-03 00:35:00,Cash,Books,18.08378725,276.9147159,83.72,Medium,4,-0.21978374554845242,1,-15.859701383760692
227564,C,6,18.24440506,2023-07-24 10:33:00,PayPal,Books,7.668666544,101.0718148,19.0,Medium,4,-0.21978374554845242,1,-15.859701383760692
871177,A,7,86.89864762,2023-07-03 13:45:00,Credit Card,Clothing,16.05840439,510.6087796,87.54,Medium,3,-0.20783185574238006,1,-25.0028469359639
750130,D,6,56.96980101,2023-06-28 04:08:00,Debit Card,Electronics,8.309795753,313.4143614,61.5,Medium,0,-0.20964821102558245,1,-10.966965978347154
381167,A,8,33.47829709,2023-11-29 18:39:00,Debit Card,Clothing,1.595199894,263.5540106,29.89,Medium,6,-0.22742157988984474,1,-24.268182851686856
893500,A,6,99.60321662,2023-09-27 23:27:00,Cash,Books,15.47603484,505.1315287,104.35,Medium,3,-0.142377082670556,1,-13.49141294030206
329176,A,1,14.53264106,2023-12-21 20:25:00,PayPal,Clothing,5.336466271,13.75711158,14.51,High,2,-0.33142107161428974,1,-13.648232064169923
585969,D,5,52.18702829,2024-04-01 11:29:00,Debit Card,Electronics,17.43203183,215.4488446,52.58,High,2,-0.4230762001181985,1,-9.83839735937767
991893,C,3,61.84807306,2023-09-22 16:40:00,Credit Card,Clothing,14.57501258,158.5011259,64.05,Medium,6,-0.22742157988984474,1,-24.268182851686856
778345,A,5,98.2229758,2023-11-20 21:35:00,Cash,Electronics,13.37636462,425.4215621,87.12,Medium,3,-0.036446365657906356,1,-13.837756007662435
577633,D,4,61.65027457,2023-11-11 08:07:00,Cash,Clothing,8.124059783,226.5670776,59.9,Medium,6,-0.22742157988984474,1,-24.268182851686856
634506,A,6,17.40801398,2023-06-08 01:56:00,Debit Card,Home Decor,19.51639748,84.06358066,19.16,Medium,1,-0.1958735173610127,1,-14.246726186420569
279563,C,1,30.5285507,2024-01-06 11:00:00,PayPal,Electronics,4.669519374,29.10301411,27.95,Medium,0,-0.20964821102558245,1,-10.966965978347154
923892,C,6,29.19012837,2023-08-03 17:21:00,Debit Card,Clothing,8.346567947,160.5225268,29.68,High,2,-0.33142107161428974,1,-13.648232064169923
33428,C,2,59.07195774,2023-09-16 14:57:00,PayPal,Home Decor,1.677972881,116.1614926,60.04,Medium,1,-0.1958735173610127,1,-14.246726186420569
693314,D,6,93.40107454,2023-05-04 22:19:00,Cash,Home Decor,4.823680034,533.3742333,95.67,Medium,3,-0.10773098552553337,1,-23.942406671563486
826395,D,4,72.22782971,2023-05-28 14:13:00,PayPal,Books,14.80629351,246.134261,54.47,Medium,4,-0.21978374554845242,1,-15.859701383760692
892943,A,9,66.3508217,2023-11-08 16:16:00,Cash,Books,6.656307968,557.40876,76.36,Medium,3,-0.142377082670556,1,-13.49141294030206
521137,D,9,92.64324946,2023-06-03 06:42:00,Debit Card,Books,19.16267544,674.0129182,84.01,Medium,3,-0.142377082670556,1,-13.49141294030206
747404,A,4,68.1101992,2023-10-24 12:00:00,Cash,Home Decor,13.97655604,234.3629562,77.59,Medium,1,-0.1958735173610127,1,-14.246726186420569
878629,C,3,42.53136667,2024-03-18 14:58:00,Debit Card,Clothing,15.69218806,107.5717939,38.5,Medium,6,-0.22742157988984474,1,-24.268182851686856
171091,C,3,59.20938931,2024-02-12 04:51:00,Debit Card,Clothing,11.53134574,157.1452497,61.7,Medium,6,-0.22742157988984474,1,-24.268182851686856
282081,D,5,21.18794805,2023-12-11 08:12:00,Debit Card,Home Decor,0.027080667,105.9110511,20.28,High,2,-0.2629230610634127,0,-12.400453703881936
632840,B,8,11.6937064,2024-02-17 16:24:00,Cash,Books,19.17079891,75.61543568,10.74,Medium,4,-0.21978374554845242,1,-15.859701383760692
112396,A,9,53.29633533,2023-08-16 05:01:00,Credit Card,Electronics,10.80187638,427.8539797,67.39,High,5,-0.728344149580409,1,-22.583071910753628
412783,C,6,75.47627542,2023-09-04 03:30:00,Cash,Electronics,10.64787479,404.6379367,73.63,Medium,0,-0.20964821102558245,1,-10.966965978347154
169848,B,7,53.16249044,2023-07-06 01:28:00,Credit Card,Clothing,0.885210605,368.843233,45.58,Medium,6,-0.22742157988984474,0,-24.268182851686856
469083,B,2,17.8358509,2023-06-16 04:55:00,Credit Card,Electronics,1.715076014,35.05990501,20.39,Medium,0,-0.20964821102558245,1,-10.966965978347154
296792,D,2,19.82969609,2023-08-17 23:40:00,Cash,Clothing,2.158746007,38.80324663,21.49,High,2,-0.33142107161428974,1,-13.648232064169923
597966,C,1,13.27993297,2023-10-16 19:48:00,Debit Card,Electronics,0.200231426,13.25334237,15.35,Medium,0,-0.20964821102558245,0,-10.966965978347154
666727,A,1,51.14739894,2023-07-19 00:42:00,PayPal,Clothing,12.9320345,44.53299966,44.3,Medium,6,-0.22742157988984474,1,-24.268182851686856
558669,A,1,94.82993048,2023-09-22 04:19:00,Debit Card,Books,4.807961023,90.27054438,86.27,Medium,4,-0.21978374554845242,1,-15.859701383760692
462629,B,8,79.9158224,2024-03-02 23:22:00,Cash,Home Decor,13.13761135,555.334338,82.9,Medium,3,-0.10773098552553337,1,-23.942406671563486
708242,D,4,53.54993303,2023-04-29 22:27:00,Credit Card,Clothing,17.78566741,176.1028802,51.6,High,2,-0.33142107161428974,1,-13.648232064169923
859513,C,8,18.73749139,2023-10-07 23:28:00,Credit Card,Home Decor,4.373880151,143.3434878,17.64,Medium,1,-0.1958735173610127,1,-14.246726186420569
719234,C,8,29.50452866,2023-08-11 04:40:00,Debit Card,Home Decor,19.46155094,190.0999183,31.57,High,2,-0.2629230610634127,1,-12.400453703881936
171675,D,8,86.63268216,2023-09-02 17:55:00,PayPal,Electronics,8.49776538,634.1667207,76.04,Medium,3,-0.036446365657906356,1,-13.837756007662435
375961,A,3,17.73601501,2024-03-28 20:34:00,Debit Card,Books,11.63116352,47.01933031,15.61,Medium,4,-0.21978374554845242,1,-15.859701383760692
602658,D,7,85.10428801,2024-01-08 06:32:00,PayPal,Clothing,1.281588432,588.0952091,87.6,Medium,3,-0.20783185574238006,1,-25.0028469359639
452944,B,2,54.69305963,2023-10-04 09:04:00,Debit Card,Home Decor,18.88725357,88.72608555,49.35,Medium,1,-0.1958735173610127,1,-14.246726186420569
202478,B,3,62.27905531,2023-05-09 05:00:00,Debit Card,Electronics,11.56979871,165.2204819,59.39,Medium,0,-0.20964821102558245,1,-10.966965978347154
232229,B,4,36.70222649,2024-03-23 06:38:00,Credit Card,Clothing,10.72489737,131.0638015,37.48,Medium,6,-0.22742157988984474,1,-24.268182851686856
59310,D,3,26.88873308,2023-12-27 01:43:00,Debit Card,Electronics,12.7806221,70.35655715,25.07,High,2,-0.4230762001181985,1,-9.83839735937767
197404,A,9,75.20928379,2023-10-04 16:54:00,Cash,Books,10.29791234,607.1786791,68.75,Medium,3,-0.142377082670556,1,-13.49141294030206
269331,D,7,12.27782311,2023-12-20 23:09:00,Credit Card,Books,2.739917622,83.58994608,13.85,High,2,-0.35694265080674487,1,-16.208538627422996
196530,C,6,74.91040698,2023-06-15 08:27:00,Credit Card,Electronics,10.97729612,400.1236187,73.31,Medium,0,-0.20964821102558245,1,-10.966965978347154
936117,A,1,77.6120436,2023-12-25 05:36:00,Debit Card,Home Decor,0.067250674,77.55984898,82.66,High,5,-0.47414632202423357,0,-53.262669231976474
869750,B,6,57.50956556,2023-09-13 07:40:00,Debit Card,Clothing,13.47470977,298.5619111,54.15,Medium,6,-0.22742157988984474,1,-24.268182851686856
757224,D,8,81.67445258,2024-02-21 23:43:00,Cash,Clothing,5.44078468,617.8457718,80.38,Medium,3,-0.20783185574238006,1,-25.0028469359639
358796,A,8,83.95800853,2024-01-22 15:15:00,Debit Card,Books,7.376511675,622.1186899,85.69,Medium,3,-0.142377082670556,1,-13.49141294030206
41181,B,4,87.20378701,2023-07-29 09:44:00,PayPal,Books,16.35438337,291.7685815,87.27,Medium,4,-0.21978374554845242,1,-15.859701383760692
638631,A,9,67.57373112,2024-03-06 17:52:00,Cash,Home Decor,17.55270931,501.4143948,69.16,Medium,3,-0.10773098552553337,1,-23.942406671563486
378071,D,1,91.10923218,2024-03-26 17:55:00,Credit Card,Electronics,17.98402677,74.72412348,110.58,Medium,0,-0.20964821102558245,1,-10.966965978347154
136187,A,8,57.01717333,2024-01-07 09:23:00,Cash,Electronics,12.42042755,399.483173,62.46,Medium,0,-0.20964821102558245,1,-10.966965978347154
589631,A,5,83.22129997,2024-03-10 19:53:00,Debit Card,Electronics,0.074168378,415.7978804,87.9,Medium,3,-0.036446365657906356,0,-13.837756007662435
69102,C,1,99.92856677,2023-06-16 04:00:00,Debit Card,Clothing,1.496845817,98.4327902,111.03,Medium,6,-0.22742157988984474,1,-24.268182851686856
5464,D,9,93.00611473,2023-05-26 06:01:00,Cash,Clothing,11.96224892,736.924426,89.07,Medium,3,-0.20783185574238006,1,-25.0028469359639
300531,C,7,79.73535905,2023-12-01 05:18:00,Credit Card,Clothing,6.128419134,523.9418944,92.88,High,5,-0.632871822782734,1,-45.10303738742457
943037,A,5,16.80969467,2023-11-19 13:13:00,PayPal,Electronics,2.509440553,81.93932686,14.31,Medium,0,-0.20964821102558245,1,-10.966965978347154
47064,B,1,30.77228062,2023-07-29 09:24:00,Cash,Electronics,13.77582837,26.53314406,32.4,Medium,0,-0.20964821102558245,1,-10.966965978347154
189465,D,8,43.44905148,2023-10-18 20:16:00,Cash,Books,8.048047535,319.6180093,49.38,Medium,4,-0.21978374554845242,1,-15.859701383760692
328061,C,6,81.40072855,2023-09-17 11:15:00,Credit Card,Books,12.3126052,428.2690693,69.85,Medium,4,-0.21978374554845242,1,-15.859701383760692
792893,C,8,96.6205297,2023-12-24 19:33:00,Cash,Books,9.655248705,698.332618,97.49,High,5,-0.9078650568091984,1,-16.866341989690344
279445,C,6,34.61081074,2023-07-16 14:22:00,PayPal,Electronics,14.49987516,177.5537183,32.79,Medium,0,-0.20964821102558245,1,-10.966965978347154
416465,B,2,53.13733259,2023-11-28 21:55:00,Cash,Clothing,2.399908482,103.7241705,46.06,Medium,6,-0.22742157988984474,1,-24.268182851686856
534367,C,9,49.02399405,2024-03-31 09:00:00,Debit Card,Clothing,10.88780216,393.1772271,50.08,Medium,6,-0.22742157988984474,1,-24.268182851686856
228122,A,6,24.07249983,2023-10-16 03:51:00,Cash,Books,10.35256823,129.4822672,23.25,Medium,4,-0.21978374554845242,1,-15.859701383760692
152151,A,6,96.59261448,2024-03-10 15:06:00,PayPal,Home Decor,11.60209108,512.3151083,107.37,Medium,3,-0.10773098552553337,1,-23.942406671563486
180967,D,8,21.81804551,2023-09-09 15:31:00,Cash,Clothing,13.36176142,151.2221626,21.69,Medium,6,-0.22742157988984474,1,-24.268182851686856
722138,D,2,36.76873554,2023-05-16 04:25:00,PayPal,Books,3.767346242,70.76705993,32.84,Medium,4,-0.21978374554845242,1,-15.859701383760692
263517,B,5,10.01056164,2023-12-16 17:58:00,Credit Card,Electronics,17.55837671,41.2643476,9.86,High,2,-0.4230762001181985,1,-9.83839735937767
615256,B,9,49.38456598,2023-12-28 09:49:00,Debit Card,Clothing,15.42097983,375.9208382,46.99,High,5,-0.632871822782734,1,-45.10303738742457
28829,D,6,47.80060323,2023-09-23 17:28:00,Credit Card,Clothing,10.28907517,257.2941794,54.8,Medium,6,-0.22742157988984474,1,-24.268182851686856
870645,C,2,92.84408769,2024-04-21 22:36:00,Credit Card,Electronics,16.73305017,154.6168798,96.28,High,5,-0.728344149580409,1,-22.583071910753628
417050,D,1,19.99429025,2023-07-20 16:20:00,PayPal,Books,11.98615125,17.59774438,20.01,Medium,4,-0.21978374554845242,1,-15.859701383760692
879774,D,1,29.42073345,2023-11-14 02:30:00,Debit Card,Clothing,1.710804894,28.9174021,35.18,Medium,6,-0.22742157988984474,1,-24.268182851686856
611478,C,4,77.50063183,2023-06-30 02:32:00,Debit Card,Home Decor,19.01567929,251.0534409,79.87,Medium,1,-0.1958735173610127,1,-14.246726186420569
875293,C,9,11.56563023,2024-01-12 14:11:00,PayPal,Books,1.915924638,102.0963732,11.08,Medium,4,-0.21978374554845242,1,-15.859701383760692
105579,D,9,85.08258101,2024-02-24 02:22:00,Cash,Clothing,13.23493297,664.397626,82.37,Medium,3,-0.20783185574238006,1,-25.0028469359639
128250,C,4,55.65793327,2023-10-26 05:06:00,Credit Card,Books,18.18266159,182.1513585,58.65,Medium,4,-0.21978374554845242,1,-15.859701383760692
319719,B,2,82.97314696,2023-12-01 16:58:00,Cash,Clothing,2.617290877,161.6029967,76.79,High,5,-0.632871822782734,1,-45.10303738742457
764737,C,2,99.1424704,2024-03-24 21:10:00,Credit Card,Electronics,13.30354416,171.9060161,129.66,Medium,0,-0.20964821102558245,1,-10.966965978347154
629656,B,2,38.75299016,2023-08-04 20:22:00,PayPal,Electronics,12.29402449,67.97737612,39.91,High,2,-0.4230762001181985,1,-9.83839735937767
677698,D,4,87.22258643,2024-02-04 15:10:00,Debit Card,Clothing,13.70633523,301.0702653,88.65,Medium,6,-0.22742157988984474,1,-24.268182851686856
892604,D,3,48.8840016,2023-12-02 12:00:00,Cash,Books,18.87571061,118.9703968,39.99,High,2,-0.35694265080674487,1,-16.208538627422996
714473,C,6,21.24105467,2024-04-18 08:39:00,Credit Card,Books,19.50806592,102.5840143,16.41,High,2,-0.35694265080674487,1,-16.208538627422996
823367,D,8,46.38950593,2024-02-23 21:54:00,PayPal,Clothing,17.58718197,305.8471928,43.48,Medium,6,-0.22742157988984474,1,-24.268182851686856
71132,C,6,39.54381492,2024-01-11 14:56:00,Debit Card,Books,4.773165302,225.9379396,37.43,Medium,4,-0.21978374554845242,1,-15.859701383760692
216849,D,9,57.0201198,2023-08-29 14:24:00,Debit Card,Electronics,1.729578567,504.3052083,52.97,High,5,-0.728344149580409,1,-22.583071910753628
611049,B,6,87.00796547,2023-05-28 22:28:00,Cash,Books,3.928939896,501.5368488,85.59,Medium,3,-0.142377082670556,1,-13.49141294030206
248715,A,9,39.38764061,2023-05-20 07:10:00,Credit Card,Books,7.879024724,326.558508,31.63,Medium,4,-0.21978374554845242,1,-15.859701383760692
646661,B,1,72.27643716,2023-07-03 01:25:00,PayPal,Clothing,11.94576781,63.64246179,76.7,Medium,6,-0.22742157988984474,1,-24.268182851686856
572856,A,7,80.56695449,2023-08-13 07:13:00,Debit Card,Home Decor,13.29446712,488.9920505,80.16,High,5,-0.47414632202423357,1,-53.262669231976474
291588,C,1,93.17742846,2024-03-22 02:16:00,PayPal,Electronics,14.16506078,79.97878908,97.43,Medium,0,-0.20964821102558245,1,-10.966965978347154
184646,B,8,88.2990449,2024-02-22 07:13:00,Credit Card,Books,8.758193122,644.5251522,90.71,Medium,3,-0.142377082670556,1,-13.49141294030206
295763,D,8,78.39971413,2023-12-08 04:47:00,PayPal,Electronics,3.46876145,605.4417206,72.24,High,5,-0.728344149580409,1,-22.583071910753628
